freq,unit,sex,age,icd10,geo\TIME_PERIOD,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,RT,F,TOTAL,B20-B24,ITH2,0.37,1.48,0.37,,0.73,,,,0.36,,,,
A,RT,F,TOTAL,B20-B24,ITH3,0.4,0.44,0.52,0.4,0.28,0.2,0.08,0.32,0.24,0.24,0.16,0.08,0.24
A,RT,F,TOTAL,B20-B24,ITH4,,0.32,0.32,0.47,0.16,0.32,0.16,,0.16,,,0.33,
A,RT,F,TOTAL,B20-B24,ITH5,0.97,0.75,0.88,1.0,0.87,0.74,0.79,0.52,0.39,0.26,0.44,0.22,0.22
A,RT,F,TOTAL,B20-B24,ITI1,0.31,0.57,0.41,0.51,0.67,0.15,0.36,0.21,0.31,0.21,0.47,0.53,
A,RT,F,TOTAL,B20-B24,ITI2,1.08,0.43,,0.21,0.43,0.22,0.43,0.22,,0.22,0.22,0.9,0.23
A,RT,F,TOTAL,B20-B24,ITI3,0.25,0.25,0.5,0.25,0.38,,0.38,0.13,0.39,,0.13,0.13,0.13
A,RT,F,TOTAL,B20-B24,ITI4,0.89,0.94,0.88,0.59,0.62,0.46,0.46,0.3,0.4,0.44,0.34,0.37,0.51
A,RT,F,TOTAL,C,ITC1,269.48,276.55,270.72,270.9,280.52,283.37,277.76,284.47,285.39,274.0,280.63,282.41,287.81
A,RT,F,TOTAL,C,ITC2,248.67,254.8,239.16,276.65,267.27,281.27,264.27,220.69,227.96,232.54,269.15,265.66,250.52
A,RT,F,TOTAL,C,ITC3,315.21,313.98,308.71,304.28,312.54,302.1,318.22,318.6,317.84,309.45,307.17,310.72,305.29
A,RT,F,TOTAL,C,ITC4,257.14,263.43,259.65,258.09,262.62,262.56,262.47,264.9,262.03,262.63,257.5,259.47,256.77
A,RT,F,TOTAL,C,ITF1,211.94,202.14,207.3,216.22,210.28,205.21,225.35,223.2,223.38,227.68,217.26,227.85,226.43
A,RT,F,TOTAL,C,ITF2,217.17,208.05,219.02,212.43,203.78,192.07,224.89,227.53,215.27,228.48,249.36,251.34,239.59
A,RT,F,TOTAL,C,ITF3,188.26,192.78,189.27,193.76,198.75,197.23,202.39,198.77,204.8,207.51,211.94,206.05,216.41
A,RT,F,TOTAL,C,ITF4,190.18,192.7,194.74,194.09,198.96,205.32,203.3,207.05,216.85,216.28,214.11,221.94,225.11
A,RT,F,TOTAL,C,ITF5,196.48,186.72,199.25,200.6,208.75,195.04,191.21,201.0,217.35,219.62,202.96,215.32,217.69
A,RT,F,TOTAL,C,ITF6,177.64,184.9,177.48,178.28,181.5,184.89,185.7,189.62,190.88,198.75,207.1,204.62,201.84
A,RT,F,TOTAL,C,ITG1,196.97,197.46,202.98,201.98,207.6,203.28,207.65,213.38,217.94,213.65,222.09,213.49,210.86
A,RT,F,TOTAL,C,ITG2,219.5,217.43,218.44,230.03,241.44,238.58,237.64,243.17,246.47,260.56,253.1,266.02,254.39
A,RT,F,TOTAL,C,ITH1,203.45,223.3,204.97,193.47,184.56,202.93,190.89,207.15,195.53,216.52,197.04,205.99,205.44
A,RT,F,TOTAL,C,ITH2,246.29,226.08,232.71,221.45,232.81,227.67,243.57,234.05,234.88,244.89,226.9,220.03,226.05
A,RT,F,TOTAL,C,ITH3,239.47,238.1,234.86,231.68,238.87,233.33,244.87,248.53,238.41,241.54,238.43,238.76,236.31
A,RT,F,TOTAL,C,ITH4,298.99,306.4,311.67,288.53,296.59,297.45,289.02,305.41,296.31,289.84,289.02,289.87,295.06
A,RT,F,TOTAL,C,ITH5,273.92,269.11,270.5,269.92,267.57,269.4,262.14,269.93,264.23,265.69,261.58,265.44,262.14
A,RT,F,TOTAL,C,ITI1,258.99,266.6,258.44,265.02,264.15,266.02,268.81,272.41,264.81,280.6,272.03,261.86,265.71
A,RT,F,TOTAL,C,ITI2,249.12,248.44,242.26,251.66,232.92,264.3,254.93,258.51,259.26,256.79,271.27,264.18,273.51
A,RT,F,TOTAL,C,ITI3,239.29,254.78,245.21,241.22,244.36,246.37,250.02,244.94,246.69,263.84,259.68,261.13,252.07
A,RT,F,TOTAL,C,ITI4,235.24,244.98,239.47,235.72,244.57,238.81,242.65,243.44,245.82,243.01,246.98,246.71,252.41
A,RT,F,TOTAL,C00-C14,ITC1,3.59,3.67,3.65,3.98,4.35,4.37,4.92,3.98,4.46,4.9,5.21,3.62,4.64
A,RT,F,TOTAL,C00-C14,ITC2,4.61,1.53,,6.08,1.53,7.68,4.64,4.66,3.12,4.71,6.33,7.95,4.79
A,RT,F,TOTAL,C00-C14,ITC3,5.13,3.15,3.25,3.84,4.96,4.02,6.74,4.59,4.52,5.43,4.07,4.86,4.36
A,RT,F,TOTAL,C00-C14,ITC4,3.08,3.01,3.47,2.97,3.71,3.9,3.61,3.79,3.85,3.49,3.41,3.93,3.17
A,RT,F,TOTAL,C00-C14,ITF1,2.04,1.93,2.06,2.34,2.34,1.91,3.11,2.99,4.07,2.13,3.37,2.15,2.16
A,RT,F,TOTAL,C00-C14,ITF2,2.48,1.87,2.49,2.49,3.14,1.9,2.55,1.93,1.96,1.99,4.03,4.06,5.46
A,RT,F,TOTAL,C00-C14,ITF3,2.07,2.09,1.9,1.79,2.36,2.0,2.41,2.56,2.66,2.86,2.6,2.26,2.65
A,RT,F,TOTAL,C00-C14,ITF4,1.89,1.72,2.0,2.23,2.14,2.39,2.64,2.14,3.0,2.91,3.12,2.89,3.2
A,RT,F,TOTAL,C00-C14,ITF5,1.01,1.7,1.7,1.02,1.71,2.4,2.77,3.15,3.19,2.15,2.54,3.29,3.32
A,RT,F,TOTAL,C00-C14,ITF6,2.18,1.89,2.58,2.17,2.67,1.99,2.9,3.25,2.78,4.27,3.26,2.33,3.51
A,RT,F,TOTAL,C00-C14,ITG1,2.49,2.17,2.73,2.63,2.41,2.65,2.86,2.04,3.34,2.52,3.38,3.31,3.0
A,RT,F,TOTAL,C00-C14,ITG2,1.89,2.86,2.49,2.83,3.66,4.51,3.21,3.73,3.89,4.78,2.71,3.47,2.74
A,RT,F,TOTAL,C00-C14,ITH1,2.33,1.94,4.61,2.29,3.04,3.02,1.88,3.74,3.72,3.34,3.35,1.49,3.33
A,RT,F,TOTAL,C00-C14,ITH2,1.11,2.96,2.57,2.91,3.64,4.0,3.64,2.9,2.53,3.62,2.55,3.27,3.99
A,RT,F,TOTAL,C00-C14,ITH3,3.51,3.48,3.1,3.88,3.25,3.82,4.22,3.6,4.09,4.31,4.0,4.46,3.53
A,RT,F,TOTAL,C00-C14,ITH4,5.68,4.59,5.21,3.94,4.59,4.13,4.47,5.13,4.67,5.18,3.91,5.56,4.42
A,RT,F,TOTAL,C00-C14,ITH5,3.22,2.97,2.68,3.57,3.31,3.4,4.1,3.71,3.19,2.89,3.93,3.36,3.44
A,RT,F,TOTAL,C00-C14,ITI1,3.1,2.87,3.0,3.08,3.29,3.61,4.29,4.31,3.77,4.25,3.96,4.24,3.19
A,RT,F,TOTAL,C00-C14,ITI2,2.59,1.74,3.45,2.79,2.37,3.03,3.26,1.54,2.22,3.56,3.59,3.84,4.08
A,RT,F,TOTAL,C00-C14,ITI3,2.25,2.64,1.38,2.62,2.63,1.89,2.78,3.06,3.85,2.59,3.01,3.68,2.37
A,RT,F,TOTAL,C00-C14,ITI4,2.72,2.75,2.6,2.4,2.98,2.33,3.02,3.51,3.09,2.53,3.42,3.12,2.48
A,RT,F,TOTAL,C00-D48,ITC1,281.05,288.14,280.74,282.27,291.27,296.2,292.56,298.54,299.03,287.24,294.29,295.48,302.56
A,RT,F,TOTAL,C00-D48,ITC2,264.02,265.55,257.44,284.26,284.07,290.49,276.63,239.34,238.89,243.54,288.15,281.57,260.1
A,RT,F,TOTAL,C00-D48,ITC3,333.95,331.05,325.82,322.04,332.49,321.58,339.91,338.2,339.8,330.91,327.01,331.04,325.79
A,RT,F,TOTAL,C00-D48,ITC4,268.1,276.33,270.99,270.43,275.33,276.03,275.79,279.47,276.02,277.38,271.3,273.46,271.0
A,RT,F,TOTAL,C00-D48,ITF1,225.23,216.09,218.47,227.76,224.35,218.44,242.06,238.43,239.95,241.95,234.39,245.52,241.85
A,RT,F,TOTAL,C00-D48,ITF2,232.06,223.0,232.08,228.0,222.59,207.87,239.54,241.71,234.84,243.05,261.45,258.79,253.92
A,RT,F,TOTAL,C00-D48,ITF3,196.59,201.83,198.04,202.38,208.19,207.23,211.61,208.22,214.88,218.49,222.59,216.04,226.78
A,RT,F,TOTAL,C00-D48,ITF4,202.82,203.81,206.85,206.06,211.24,218.88,216.1,220.54,232.77,231.39,230.03,236.58,242.52
A,RT,F,TOTAL,C00-D48,ITF5,206.27,197.25,211.13,212.82,220.69,207.06,205.04,212.54,234.69,237.17,216.73,231.78,239.09
A,RT,F,TOTAL,C00-D48,ITF6,188.23,194.56,187.19,190.33,192.0,196.33,196.8,204.84,204.59,213.13,220.05,220.82,214.92
A,RT,F,TOTAL,C00-D48,ITG1,206.96,207.29,213.04,211.21,217.97,214.88,218.93,225.26,229.24,225.79,235.05,225.21,222.75
A,RT,F,TOTAL,C00-D48,ITG2,230.27,230.08,229.22,242.05,255.03,251.39,250.5,258.81,258.63,275.15,266.19,281.4,266.49
A,RT,F,TOTAL,C00-D48,ITH1,206.95,224.85,211.12,199.58,190.25,211.62,204.05,219.87,205.22,229.15,209.68,214.92,211.73
A,RT,F,TOTAL,C00-D48,ITH2,253.69,231.63,248.11,236.38,247.36,242.59,259.56,255.07,257.25,262.25,243.26,236.76,240.56
A,RT,F,TOTAL,C00-D48,ITH3,253.84,254.36,249.33,244.4,254.45,249.94,260.36,265.36,255.22,259.13,254.16,255.06,254.48
A,RT,F,TOTAL,C00-D48,ITH4,314.78,324.46,326.51,303.36,313.38,315.58,308.8,325.61,314.36,311.54,305.15,308.35,311.1
A,RT,F,TOTAL,C00-D48,ITH5,289.9,284.9,286.26,285.48,283.65,288.55,280.34,286.48,281.83,283.35,277.98,283.72,280.62
A,RT,F,TOTAL,C00-D48,ITI1,271.63,278.71,270.69,276.22,276.38,279.05,281.52,285.1,280.15,293.61,284.75,276.18,277.88
A,RT,F,TOTAL,C00-D48,ITI2,262.51,265.38,254.55,260.88,243.03,279.43,269.91,275.19,270.34,272.16,284.73,279.54,287.57
A,RT,F,TOTAL,C00-D48,ITI3,252.04,266.71,258.47,252.71,258.64,262.36,266.72,258.45,262.09,280.01,277.46,278.88,268.83
A,RT,F,TOTAL,C00-D48,ITI4,247.86,257.67,251.27,248.0,256.57,252.18,256.72,257.23,260.21,258.77,261.33,261.84,269.31
A,RT,F,TOTAL,C15,ITC1,1.49,2.08,2.42,2.36,1.67,2.16,2.61,1.83,1.76,2.49,2.24,2.16,2.71
A,RT,F,TOTAL,C15,ITC2,3.07,1.53,,3.04,4.58,6.15,1.55,1.55,3.12,,,1.59,
A,RT,F,TOTAL,C15,ITC3,1.79,3.03,2.65,2.76,2.06,1.95,1.59,2.48,2.64,2.53,2.67,1.92,2.31
A,RT,F,TOTAL,C15,ITC4,1.83,2.24,2.01,1.86,2.13,1.87,2.32,2.15,2.43,2.41,1.81,1.93,2.2
A,RT,F,TOTAL,C15,ITF1,0.58,1.19,0.29,1.31,0.59,1.18,1.48,0.9,1.36,1.37,1.07,2.0,0.46
A,RT,F,TOTAL,C15,ITF2,1.24,1.25,0.62,1.25,0.63,1.9,1.91,,,1.99,,1.35,
A,RT,F,TOTAL,C15,ITF3,0.73,0.84,0.57,0.93,0.83,0.93,1.1,0.91,1.09,0.89,1.28,1.15,0.98
A,RT,F,TOTAL,C15,ITF4,0.66,0.86,0.86,0.85,0.86,0.67,1.34,0.82,1.18,1.33,0.84,1.1,0.85
A,RT,F,TOTAL,C15,ITF5,1.35,0.34,,0.34,,1.03,,0.35,0.71,0.36,,0.73,
A,RT,F,TOTAL,C15,ITF6,0.99,1.19,0.5,0.69,0.4,0.6,0.5,1.22,1.03,0.94,1.26,0.85,0.96
A,RT,F,TOTAL,C15,ITG1,0.84,0.58,0.65,0.69,0.65,1.31,0.85,0.82,0.96,0.96,0.93,0.77,1.01
A,RT,F,TOTAL,C15,ITG2,0.47,1.31,2.13,1.41,1.65,1.9,0.95,1.44,1.22,1.47,1.6,0.99,1.0
A,RT,F,TOTAL,C15,ITH1,1.95,1.55,2.31,0.76,0.76,1.51,2.25,2.24,0.74,2.6,1.86,1.86,1.48
A,RT,F,TOTAL,C15,ITH2,2.22,2.22,3.3,1.09,3.27,1.45,1.82,2.54,3.25,4.7,1.82,1.82,1.09
A,RT,F,TOTAL,C15,ITH3,2.19,1.72,1.75,2.42,2.78,2.42,2.43,3.08,1.85,3.06,2.18,2.11,2.19
A,RT,F,TOTAL,C15,ITH4,3.79,2.85,3.16,3.16,3.8,2.54,3.51,3.85,3.87,3.4,3.42,2.13,2.45
A,RT,F,TOTAL,C15,ITH5,1.72,1.2,1.36,1.44,1.7,1.75,1.48,1.66,2.14,1.4,1.28,1.77,1.72
A,RT,F,TOTAL,C15,ITI1,1.86,1.62,1.76,1.54,1.9,2.01,1.86,1.61,1.57,1.84,1.69,1.86,1.75
A,RT,F,TOTAL,C15,ITI2,1.73,1.74,1.29,1.29,2.15,2.59,1.52,1.32,1.77,1.56,2.02,0.68,1.36
A,RT,F,TOTAL,C15,ITI3,0.63,0.75,1.25,1.37,1.13,1.26,1.39,1.66,1.41,0.78,1.18,0.79,1.58
A,RT,F,TOTAL,C15,ITI4,1.24,0.9,1.05,1.02,1.08,1.61,0.95,1.13,1.51,1.25,1.08,1.46,1.09
A,RT,F,TOTAL,C16,ITC1,12.84,11.06,12.34,10.01,12.33,11.16,11.21,10.67,10.58,10.34,10.6,11.19,9.74
A,RT,F,TOTAL,C16,ITC2,16.89,21.49,16.76,6.08,13.75,13.83,13.91,12.43,15.61,11.0,11.08,15.91,14.36
A,RT,F,TOTAL,C16,ITC3,12.77,13.32,11.08,9.96,12.33,11.08,13.85,11.78,11.67,12.5,8.77,9.71,9.61
A,RT,F,TOTAL,C16,ITC4,15.4,15.41,15.37,14.02,14.72,13.92,14.59,15.59,14.83,13.88,13.64,12.35,12.4
A,RT,F,TOTAL,C16,ITF1,16.94,15.14,15.73,12.56,15.24,14.56,13.46,12.99,14.46,15.63,10.4,11.68,14.18
A,RT,F,TOTAL,C16,ITF2,21.1,15.57,16.8,15.57,16.3,13.9,15.29,16.11,23.48,14.57,16.8,16.94,12.97
A,RT,F,TOTAL,C16,ITF3,10.5,11.11,11.11,10.18,10.07,10.87,10.7,9.92,10.53,8.4,9.23,9.12,9.6
A,RT,F,TOTAL,C16,ITF4,9.42,10.15,9.16,8.69,9.75,8.21,9.5,10.29,10.17,11.21,10.42,9.91,9.66
A,RT,F,TOTAL,C16,ITF5,18.57,13.92,16.29,15.61,15.69,10.99,16.94,14.68,12.74,12.9,12.69,17.18,11.07
A,RT,F,TOTAL,C16,ITF6,12.57,14.64,12.09,10.96,12.38,12.74,12.2,11.87,12.68,10.53,11.16,9.95,10.32
A,RT,F,TOTAL,C16,ITG1,9.15,10.11,9.61,9.04,7.69,8.68,8.73,9.02,8.16,8.17,8.62,8.49,8.85
A,RT,F,TOTAL,C16,ITG2,7.45,8.11,9.6,9.66,9.69,7.11,9.17,8.18,8.39,8.09,7.65,7.94,7.98
A,RT,F,TOTAL,C16,ITH1,12.45,12.04,13.07,13.36,10.63,9.45,11.65,11.97,8.94,11.88,8.55,11.9,8.51
A,RT,F,TOTAL,C16,ITH2,12.94,7.4,8.06,9.11,15.28,14.55,13.45,9.78,10.46,12.66,13.45,8.73,14.88
A,RT,F,TOTAL,C16,ITH3,11.33,11.61,11.26,10.61,10.86,10.14,11.59,10.55,10.6,10.06,9.67,9.24,8.52
A,RT,F,TOTAL,C16,ITH4,17.36,16.16,15.47,11.99,13.46,13.83,14.67,14.59,16.92,13.28,15.8,12.59,10.64
A,RT,F,TOTAL,C16,ITH5,17.93,17.74,16.46,16.3,15.43,15.71,13.97,14.54,13.97,13.1,12.26,12.98,11.64
A,RT,F,TOTAL,C16,ITI1,17.64,17.29,17.12,16.12,14.96,16.07,14.77,15.7,12.67,13.27,13.51,13.36,11.9
A,RT,F,TOTAL,C16,ITI2,19.64,19.11,16.17,21.45,17.22,17.72,19.98,15.14,15.51,17.59,17.95,16.03,19.73
A,RT,F,TOTAL,C16,ITI3,20.25,20.59,17.26,19.61,17.17,19.51,17.71,15.17,15.4,16.69,15.42,17.75,14.38
A,RT,F,TOTAL,C16,ITI4,14.07,14.56,12.34,12.61,12.95,11.87,11.48,11.57,11.51,11.31,10.93,11.36,10.76
A,RT,F,TOTAL,C18-C21,ITC1,32.34,36.11,31.4,31.22,33.4,35.41,34.19,34.53,33.37,33.55,32.16,31.78,34.0
A,RT,F,TOTAL,C18-C21,ITC2,32.24,21.49,19.8,36.48,32.07,29.2,27.82,40.41,32.79,18.85,26.91,17.5,28.72
A,RT,F,TOTAL,C18-C21,ITC3,43.55,37.66,37.34,40.93,40.26,36.89,42.64,37.83,38.02,37.62,40.94,35.92,36.51
A,RT,F,TOTAL,C18-C21,ITC4,27.89,28.11,27.46,26.87,27.41,26.19,26.61,26.94,27.86,26.84,25.8,27.01,27.12
A,RT,F,TOTAL,C18-C21,ITF1,27.46,24.64,27.64,29.22,26.96,26.77,28.39,26.13,28.32,26.41,31.36,29.35,24.82
A,RT,F,TOTAL,C18-C21,ITF2,24.82,27.41,31.11,24.92,17.56,25.27,32.49,27.72,25.44,27.82,36.29,27.1,26.62
A,RT,F,TOTAL,C18-C21,ITF3,22.36,20.7,20.83,19.82,24.83,23.87,24.58,23.05,24.4,25.32,25.34,26.41,25.3
A,RT,F,TOTAL,C18-C21,ITF4,23.52,24.28,22.7,22.22,24.07,24.17,24.41,24.6,28.84,25.63,26.93,28.69,28.78
A,RT,F,TOTAL,C18-C21,ITF5,20.26,23.09,22.06,26.14,29.33,27.47,24.55,27.27,23.72,32.96,25.01,24.49,25.83
A,RT,F,TOTAL,C18-C21,ITF6,25.33,23.6,24.08,27.05,25.26,25.57,22.6,25.67,28.34,27.62,25.16,27.84,24.37
A,RT,F,TOTAL,C18-C21,ITG1,28.72,27.62,27.51,28.95,27.59,27.51,29.04,29.36,29.17,28.29,29.07,28.17,27.16
A,RT,F,TOTAL,C18-C21,ITG2,28.99,28.4,24.77,28.87,30.48,30.36,28.93,29.71,32.95,32.36,33.81,30.38,30.19
A,RT,F,TOTAL,C18-C21,ITH1,26.84,28.35,23.07,23.28,20.89,24.56,23.3,24.31,22.72,21.54,20.82,24.91,23.32
A,RT,F,TOTAL,C18-C21,ITH2,30.32,23.68,32.62,26.22,23.28,30.55,31.63,20.65,16.96,27.13,25.09,22.55,23.95
A,RT,F,TOTAL,C18-C21,ITH3,27.89,25.55,27.52,23.56,25.77,25.24,27.52,29.14,24.44,28.22,25.8,24.85,26.12
A,RT,F,TOTAL,C18-C21,ITH4,36.62,35.17,32.68,34.39,31.67,30.84,31.58,34.31,31.9,29.63,28.51,33.52,28.64
A,RT,F,TOTAL,C18-C21,ITH5,30.43,30.25,30.29,30.43,30.08,33.03,28.46,30.66,29.3,28.71,29.11,28.62,28.71
A,RT,F,TOTAL,C18-C21,ITI1,32.61,34.26,30.82,29.88,28.17,31.78,30.98,30.31,28.31,31.58,30.28,28.64,27.78
A,RT,F,TOTAL,C18-C21,ITI2,31.95,31.49,31.04,28.32,28.63,32.42,32.79,28.09,30.36,29.18,30.74,25.06,31.07
A,RT,F,TOTAL,C18-C21,ITI3,28.63,31.77,34.66,27.48,33.21,31.22,29.86,28.8,30.68,28.86,34.76,32.08,31.66
A,RT,F,TOTAL,C18-C21,ITI4,28.07,31.66,28.12,28.14,30.88,30.39,26.95,28.97,28.55,28.39,27.01,28.12,27.69
A,RT,F,TOTAL,C22,ITC1,10.34,10.89,10.19,10.84,10.14,10.36,9.7,9.92,9.1,8.25,9.0,8.44,8.32
A,RT,F,TOTAL,C22,ITC2,12.28,9.21,9.14,9.12,10.69,6.15,17.0,9.32,9.37,4.71,17.42,6.36,4.79
A,RT,F,TOTAL,C22,ITC3,11.57,11.26,12.17,10.92,14.75,12.42,10.66,9.8,9.41,6.06,7.63,12.4,9.99
A,RT,F,TOTAL,C22,ITC4,13.73,14.77,13.0,13.39,13.86,14.29,12.87,12.39,11.82,11.02,9.72,10.89,9.66
A,RT,F,TOTAL,C22,ITF1,7.89,7.12,7.79,7.89,8.35,8.83,7.1,9.11,7.23,10.63,8.41,7.53,6.63
A,RT,F,TOTAL,C22,ITF2,10.55,11.84,9.33,11.84,10.03,5.69,8.92,5.8,9.13,11.26,7.39,9.48,5.46
A,RT,F,TOTAL,C22,ITF3,13.33,13.9,11.65,12.27,10.8,12.17,11.3,11.88,9.75,10.22,10.73,9.67,9.88
A,RT,F,TOTAL,C22,ITF4,12.07,10.73,11.59,11.63,10.47,10.22,8.78,9.12,10.71,10.07,7.69,10.26,9.26
A,RT,F,TOTAL,C22,ITF5,10.8,13.92,9.84,13.24,8.19,10.64,6.92,9.44,8.5,9.67,10.15,10.6,8.12
A,RT,F,TOTAL,C22,ITF6,8.71,10.16,9.31,8.69,10.3,7.76,9.2,8.12,9.48,8.96,8.63,8.47,8.62
A,RT,F,TOTAL,C22,ITG1,11.6,10.42,10.07,10.95,10.75,9.18,9.65,9.64,9.95,8.25,8.09,8.21,7.43
A,RT,F,TOTAL,C22,ITG2,14.2,9.55,9.6,10.02,10.99,8.54,12.74,10.7,10.34,10.05,8.39,11.53,8.98
A,RT,F,TOTAL,C22,ITH1,6.22,8.54,5.77,5.72,4.18,9.07,6.01,7.85,7.08,7.8,10.04,8.55,7.03
A,RT,F,TOTAL,C22,ITH2,7.03,11.1,8.43,9.83,11.28,5.82,7.63,10.87,13.35,6.51,8.0,9.46,7.26
A,RT,F,TOTAL,C22,ITH3,10.81,9.69,10.22,8.67,9.75,9.02,9.24,9.31,9.27,7.53,7.8,8.43,7.75
A,RT,F,TOTAL,C22,ITH4,10.42,8.71,14.21,11.2,12.83,10.97,11.64,10.42,8.86,12.47,10.75,9.65,12.93
A,RT,F,TOTAL,C22,ITH5,11.53,10.78,11.33,10.16,10.24,10.56,8.12,9.3,9.0,8.98,10.14,8.26,8.6
A,RT,F,TOTAL,C22,ITI1,10.22,10.92,10.5,10.73,10.33,9.89,9.91,10.19,8.84,9.29,9.6,7.85,9.56
A,RT,F,TOTAL,C22,ITI2,11.23,10.21,10.35,6.44,9.47,10.37,8.69,13.17,6.87,9.35,10.1,9.26,7.71
A,RT,F,TOTAL,C22,ITI3,7.38,8.54,6.51,7.12,7.39,6.8,7.34,8.79,8.34,7.89,6.93,6.44,6.46
A,RT,F,TOTAL,C22,ITI4,9.42,9.24,8.9,8.24,7.41,8.1,8.26,7.89,7.48,8.11,7.31,6.68,7.02
A,RT,F,TOTAL,C25,ITC1,19.15,20.62,19.72,21.2,20.54,22.84,21.84,20.46,22.11,22.94,24.94,24.44,24.95
A,RT,F,TOTAL,C25,ITC2,13.82,16.88,16.76,22.8,25.96,23.05,26.27,17.1,12.49,28.28,26.91,22.27,28.72
A,RT,F,TOTAL,C25,ITC3,27.2,23.61,26.74,23.77,25.63,26.91,29.04,30.38,27.1,28.79,29.12,32.21,32.41
A,RT,F,TOTAL,C25,ITC4,21.57,21.24,21.6,21.43,21.99,22.82,23.23,23.99,23.79,24.98,23.95,24.31,24.78
A,RT,F,TOTAL,C25,ITF1,14.46,16.18,15.73,15.34,13.92,13.39,19.67,19.41,19.88,21.71,18.97,21.36,17.57
A,RT,F,TOTAL,C25,ITF2,16.13,9.97,19.29,9.34,13.17,19.59,18.48,10.96,16.96,15.23,20.84,22.36,23.21
A,RT,F,TOTAL,C25,ITF3,10.76,12.02,12.65,12.33,12.23,12.73,12.91,12.28,13.05,13.93,14.72,14.58,15.7
A,RT,F,TOTAL,C25,ITF4,12.02,11.83,12.11,12.01,13.61,17.34,16.4,16.93,17.1,18.17,16.91,17.98,18.77
A,RT,F,TOTAL,C25,ITF5,13.5,8.83,15.27,14.93,13.98,17.17,16.6,14.33,18.41,14.69,14.5,16.09,17.34
A,RT,F,TOTAL,C25,ITF6,10.19,9.46,11.1,10.07,12.58,13.14,13.5,11.97,14.22,14.28,14.11,17.15,15.64
A,RT,F,TOTAL,C25,ITG1,13.21,14.18,14.98,14.04,16.11,15.52,15.95,17.64,19.94,18.91,19.77,18.11,19.77
A,RT,F,TOTAL,C25,ITG2,19.41,18.62,18.61,17.68,23.15,20.75,20.12,22.13,24.93,26.35,29.74,29.39,27.82
A,RT,F,TOTAL,C25,ITH1,12.84,24.47,15.0,20.99,15.57,16.63,18.79,22.81,19.37,22.28,21.19,13.76,21.1
A,RT,F,TOTAL,C25,ITH2,22.93,17.76,20.89,19.3,19.28,21.46,22.18,19.2,19.84,30.38,33.82,19.64,22.13
A,RT,F,TOTAL,C25,ITH3,22.07,19.14,21.68,22.26,20.3,21.98,23.1,25.78,23.32,22.87,23.17,22.46,22.67
A,RT,F,TOTAL,C25,ITH4,24.78,29.47,27.63,26.66,26.29,29.09,27.91,28.86,30.13,27.53,29.65,30.9,26.18
A,RT,F,TOTAL,C25,ITH5,22.34,21.78,20.85,21.97,24.06,23.6,24.8,25.98,24.19,24.54,24.04,24.56,26.59
A,RT,F,TOTAL,C25,ITI1,18.88,19.95,18.82,21.61,20.92,20.71,21.38,22.35,22.97,24.76,22.74,22.33,25.17
A,RT,F,TOTAL,C25,ITI2,18.57,21.72,19.83,22.31,19.59,26.37,18.02,23.04,23.27,21.6,22.89,25.97,25.4
A,RT,F,TOTAL,C25,ITI3,18.38,19.59,20.64,17.49,20.17,21.53,23.91,22.68,24.0,24.84,22.48,21.3,24.53
A,RT,F,TOTAL,C25,ITI4,17.61,18.77,18.21,18.16,18.82,18.91,21.61,19.42,21.91,19.8,23.62,21.37,25.18
A,RT,F,TOTAL,C32,ITC1,0.57,0.75,0.35,0.74,0.4,0.57,0.8,0.85,0.59,0.77,0.82,0.83,0.55
A,RT,F,TOTAL,C32,ITC2,4.61,,,1.52,,,,,1.56,,,1.59,4.79
A,RT,F,TOTAL,C32,ITC3,0.95,1.09,1.45,0.72,0.97,1.1,1.23,1.49,1.25,0.76,0.51,0.38,0.51
A,RT,F,TOTAL,C32,ITC4,0.64,0.58,0.59,0.65,0.45,0.76,0.55,0.59,0.72,0.55,0.71,0.71,0.51
A,RT,F,TOTAL,C32,ITF1,0.15,0.3,0.15,0.73,0.15,0.44,0.15,0.15,0.3,0.46,,0.31,0.62
A,RT,F,TOTAL,C32,ITF2,,,0.62,0.62,,,,1.93,,,0.67,2.03,0.68
A,RT,F,TOTAL,C32,ITF3,0.5,0.61,0.67,0.8,0.66,0.6,1.0,0.71,1.06,0.93,0.73,0.7,0.77
A,RT,F,TOTAL,C32,ITF4,0.24,0.48,0.48,0.62,0.19,0.29,0.34,0.34,0.49,0.59,0.15,0.4,0.1
A,RT,F,TOTAL,C32,ITF5,,0.34,,0.68,0.68,0.34,,0.35,0.35,0.72,,0.73,1.48
A,RT,F,TOTAL,C32,ITF6,0.69,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.52,0.31,0.63,0.42,0.85
A,RT,F,TOTAL,C32,ITG1,0.54,0.19,0.19,0.15,0.5,0.38,0.5,0.59,0.44,0.4,0.64,0.4,0.53
A,RT,F,TOTAL,C32,ITG2,0.95,0.12,0.12,0.47,0.24,0.47,0.48,0.96,0.85,0.86,0.49,0.62,0.62
A,RT,F,TOTAL,C32,ITH1,,0.78,0.77,0.76,1.14,0.76,0.38,,0.74,,,,0.74
A,RT,F,TOTAL,C32,ITH2,1.11,0.37,0.37,0.36,,,0.73,0.36,0.36,1.09,0.36,0.36,0.36
