flu_season,year_week,region,number_healthcare_workers,number_cases,population,incidence,cases_0-4,inc_0-4,cases_5-14,inc_5-14,cases_15-64,inc_15-64,cases_65+,inc_65+
2013-2014,2014-04,Apulia,114.0,565.0,145644.0,3.88,118.0,14.07,132.0,7.59,270.0,8.75,45.0,1.59
2013-2014,2014-04,Basilicata,9.0,63.0,11628.0,5.42,9.0,35.71,7.0,5.88,37.0,4.79,10.0,4.06
2013-2014,2014-04,Calabria,6.0,62.0,7664.0,8.09,27.0,27.44,34.0,13.92,1.0,1.41,0.0,0.0
2013-2014,2014-04,Sicily,58.0,346.0,74865.0,4.62,12.0,10.76,26.0,6.04,251.0,14.16,57.0,3.34
2013-2014,2014-04,Sardinia,10.0,94.0,10361.0,9.07,27.0,21.62,21.0,9.45,40.0,8.34,6.0,2.87
2013-2014,2014-05,Piedmont,30.0,344.0,40296.0,8.54,29.0,13.36,46.0,10.79,232.0,9.78,37.0,3.65
2013-2014,2014-05,Aosta Valley,3.0,30.0,2936.0,10.22,12.0,19.32,14.0,15.28,3.0,3.01,1.0,2.49
2013-2014,2014-05,Lombardy,141.0,979.0,198021.0,4.94,208.0,12.11,248.0,8.19,471.0,13.18,52.0,1.28
2013-2014,2014-05,AP Bolzano,10.0,112.0,16578.0,6.76,15.0,27.08,19.0,7.25,70.0,7.03,8.0,2.33
2013-2014,2014-05,AP Trento,13.0,120.0,16747.0,7.17,61.0,36.33,25.0,7.82,31.0,3.56,3.0,0.95
2013-2014,2014-05,Veneto,79.0,503.0,105150.0,4.78,132.0,17.52,78.0,5.9,265.0,4.41,28.0,1.15
2013-2014,2014-05,Friuli-Venezia Giulia,16.0,64.0,21490.0,2.98,10.0,5.7,11.0,4.09,34.0,9.15,9.0,1.69
2013-2014,2014-05,Liguria,39.0,267.0,48610.0,5.49,33.0,13.54,54.0,11.97,156.0,17.9,24.0,1.7
2013-2014,2014-05,Emilia-Romagna,55.0,484.0,71671.0,6.75,117.0,22.35,117.0,10.5,227.0,5.74,23.0,1.46
2013-2014,2014-05,Tuscany,47.0,277.0,61046.0,4.54,35.0,11.93,67.0,9.85,155.0,13.29,20.0,1.35
2013-2014,2014-05,Umbria,13.0,96.0,15823.0,6.07,34.0,20.86,36.0,11.27,22.0,8.92,4.0,1.21
2013-2014,2014-05,Marche,16.0,363.0,17323.0,20.95,170.0,47.1,128.0,22.85,59.0,10.07,6.0,2.66
2013-2014,2014-05,Lazio,83.0,1006.0,107446.0,9.36,169.0,29.65,184.0,15.47,589.0,8.75,64.0,2.84
2013-2014,2014-05,Abruzzo,18.0,133.0,19308.0,6.89,23.0,13.18,32.0,7.73,69.0,20.11,9.0,2.38
2013-2014,2014-05,Molise,7.0,84.0,7667.0,10.96,32.0,30.36,36.0,22.18,14.0,3.48,2.0,2.06
2013-2014,2014-05,Campania,23.0,294.0,29643.0,9.92,66.0,19.84,94.0,16.93,113.0,6.98,21.0,4.59
2013-2014,2014-05,Apulia,120.0,664.0,151933.0,4.37,143.0,16.31,174.0,9.68,297.0,9.28,50.0,1.72
2013-2014,2014-05,Basilicata,5.0,34.0,6778.0,5.02,3.0,8.62,8.0,12.5,22.0,4.81,1.0,0.82
2013-2014,2014-05,Calabria,4.0,46.0,5124.0,8.98,15.0,23.66,30.0,17.17,1.0,2.14,0.0,0.0
2013-2014,2014-05,Sicily,51.0,324.0,67510.0,4.8,14.0,15.64,20.0,5.67,237.0,14.01,53.0,3.47
2013-2014,2014-05,Sardinia,9.0,78.0,8609.0,9.06,33.0,20.79,31.0,10.65,12.0,4.28,2.0,1.53
2013-2014,2014-06,Piedmont,32.0,329.0,42095.0,7.82,48.0,19.82,61.0,11.72,184.0,7.71,36.0,3.39
2013-2014,2014-06,Aosta Valley,4.0,36.0,5534.0,6.51,7.0,19.72,9.0,13.04,17.0,5.38,3.0,2.26
2013-2014,2014-06,Lombardy,134.0,954.0,189096.0,5.05,200.0,12.53,230.0,8.07,473.0,13.04,51.0,1.31
2013-2014,2014-06,AP Bolzano,10.0,46.0,18193.0,2.53,2.0,4.23,8.0,3.04,35.0,3.06,1.0,0.27
2013-2014,2014-06,AP Trento,11.0,97.0,14199.0,6.83,29.0,22.21,27.0,10.48,33.0,4.34,8.0,2.94
2013-2014,2014-06,Veneto,84.0,609.0,111935.0,5.44,133.0,16.83,126.0,8.93,307.0,4.8,43.0,1.65
2013-2014,2014-06,Friuli-Venezia Giulia,14.0,33.0,18934.0,1.74,4.0,3.62,2.0,0.91,22.0,4.74,5.0,1.04
2013-2014,2014-06,Liguria,41.0,303.0,49460.0,6.13,43.0,21.35,57.0,14.43,177.0,18.45,26.0,1.77
2013-2014,2014-06,Emilia-Romagna,56.0,571.0,71258.0,8.01,125.0,21.54,137.0,10.85,264.0,7.01,45.0,2.97
2013-2014,2014-06,Tuscany,51.0,302.0,65655.0,4.6,26.0,8.86,76.0,11.11,172.0,13.3,28.0,1.71
2013-2014,2014-06,Umbria,13.0,107.0,15823.0,6.76,21.0,12.88,51.0,15.97,27.0,9.45,8.0,2.41
2013-2014,2014-06,Marche,13.0,266.0,13478.0,19.74,114.0,40.24,110.0,25.01,35.0,7.82,7.0,3.95
2013-2014,2014-06,Lazio,75.0,785.0,97222.0,8.07,103.0,22.09,131.0,12.93,506.0,8.16,45.0,2.2
2013-2014,2014-06,Abruzzo,18.0,121.0,19308.0,6.27,23.0,13.18,41.0,9.9,49.0,15.02,8.0,2.12
2013-2014,2014-06,Molise,7.0,33.0,9323.0,3.54,1.0,3.46,3.0,4.75,25.0,3.96,4.0,1.91
2013-2014,2014-06,Campania,47.0,665.0,58010.0,11.46,178.0,29.73,228.0,18.77,220.0,7.1,39.0,4.39
2013-2014,2014-06,Apulia,118.0,594.0,151496.0,3.92,91.0,10.92,154.0,9.2,298.0,10.09,51.0,1.71
2013-2014,2014-06,Basilicata,3.0,25.0,3701.0,6.75,12.0,24.64,10.0,6.45,3.0,2.05,0.0,0.0
2013-2014,2014-06,Calabria,5.0,57.0,6537.0,8.72,22.0,34.7,27.0,15.28,8.0,8.35,0.0,0.0
2013-2014,2014-06,Sicily,53.0,323.0,67992.0,4.75,19.0,16.59,37.0,8.96,232.0,14.28,35.0,2.35
2013-2014,2014-06,Sardinia,10.0,92.0,10771.0,8.54,21.0,23.08,22.0,13.61,38.0,6.74,11.0,4.21
2013-2014,2014-07,Piedmont,36.0,341.0,49363.0,6.91,37.0,17.03,51.0,10.55,219.0,7.45,34.0,2.62
2013-2014,2014-07,Aosta Valley,2.0,11.0,2958.0,3.72,0.0,0.0,1.0,9.71,10.0,4.81,0.0,0.0
2013-2014,2014-07,Lombardy,136.0,852.0,191282.0,4.45,163.0,10.47,219.0,7.74,407.0,10.95,63.0,1.6
2013-2014,2014-07,AP Bolzano,8.0,46.0,12760.0,3.61,12.0,25.48,7.0,2.97,24.0,3.26,3.0,1.17
2013-2014,2014-07,AP Trento,13.0,150.0,16747.0,8.96,50.0,29.78,28.0,8.76,65.0,7.46,7.0,2.22
2013-2014,2014-07,Veneto,81.0,545.0,107657.0,5.06,98.0,13.16,104.0,7.8,313.0,5.06,30.0,1.2
2013-2014,2014-07,Friuli-Venezia Giulia,12.0,54.0,16224.0,3.33,12.0,8.23,2.0,0.95,35.0,12.34,5.0,1.26
2013-2014,2014-07,Liguria,40.0,309.0,47818.0,6.46,52.0,21.33,68.0,15.13,154.0,17.28,35.0,2.55
2013-2014,2014-07,Emilia-Romagna,56.0,514.0,71176.0,7.22,115.0,19.68,105.0,8.5,261.0,6.91,33.0,2.17
2013-2014,2014-07,Tuscany,49.0,275.0,63052.0,4.36,31.0,10.57,65.0,9.45,147.0,11.29,32.0,2.07
2013-2014,2014-07,Umbria,11.0,87.0,13562.0,6.41,23.0,18.7,34.0,13.45,22.0,9.34,8.0,2.71
2013-2014,2014-07,Marche,19.0,326.0,20954.0,15.56,138.0,38.15,125.0,21.21,51.0,6.19,12.0,3.74
2013-2014,2014-07,Lazio,79.0,821.0,101406.0,8.1,150.0,26.3,165.0,14.12,462.0,7.35,44.0,2.08
2013-2014,2014-07,Abruzzo,15.0,128.0,15302.0,8.36,36.0,25.32,49.0,14.87,35.0,12.16,8.0,2.61
2013-2014,2014-07,Molise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-2014,2014-07,Campania,16.0,209.0,20955.0,9.97,42.0,18.8,73.0,19.18,85.0,7.14,9.0,2.99
2013-2014,2014-07,Apulia,116.0,473.0,149528.0,3.16,59.0,7.8,121.0,7.63,248.0,7.65,45.0,1.51
2013-2014,2014-07,Basilicata,5.0,61.0,6856.0,8.9,5.0,81.97,7.0,26.32,34.0,6.67,15.0,10.5
2013-2014,2014-07,Calabria,5.0,58.0,6144.0,9.44,22.0,22.36,29.0,12.1,6.0,9.23,1.0,1.46
2013-2014,2014-07,Sicily,52.0,337.0,66786.0,5.05,15.0,13.82,28.0,6.8,254.0,16.48,40.0,2.62
2013-2014,2014-07,Sardinia,10.0,107.0,10542.0,10.15,24.0,15.12,36.0,12.2,41.0,10.65,6.0,2.78
2013-2014,2014-08,Piedmont,27.0,241.0,35920.0,6.71,29.0,14.65,39.0,9.28,149.0,7.21,24.0,2.64
2013-2014,2014-08,Aosta Valley,4.0,35.0,6144.0,5.7,0.0,0.0,0.0,0.0,32.0,7.74,3.0,1.74
2013-2014,2014-08,Lombardy,140.0,763.0,197819.0,3.86,136.0,8.93,162.0,5.83,413.0,10.23,52.0,1.26
2013-2014,2014-08,AP Bolzano,8.0,45.0,12760.0,3.53,13.0,27.6,10.0,4.24,21.0,2.85,1.0,0.39
2013-2014,2014-08,AP Trento,12.0,91.0,15812.0,5.76,28.0,21.51,12.0,4.55,44.0,5.05,7.0,2.22
2013-2014,2014-08,Veneto,83.0,505.0,110478.0,4.57,96.0,12.15,95.0,6.75,282.0,4.49,32.0,1.24
2013-2014,2014-08,Friuli-Venezia Giulia,12.0,26.0,16232.0,1.6,5.0,3.42,4.0,1.86,12.0,3.2,5.0,1.31
2013-2014,2014-08,Liguria,43.0,239.0,52214.0,4.58,46.0,18.87,47.0,10.4,125.0,12.53,21.0,1.4
2013-2014,2014-08,Emilia-Romagna,52.0,500.0,65265.0,7.66,124.0,20.79,131.0,10.77,205.0,6.08,40.0,2.99
2013-2014,2014-08,Tuscany,45.0,229.0,58789.0,3.9,28.0,10.74,43.0,6.92,128.0,11.12,30.0,2.04
2013-2014,2014-08,Umbria,11.0,64.0,13391.0,4.78,16.0,12.12,32.0,11.99,11.0,4.1,5.0,1.74
2013-2014,2014-08,Marche,11.0,207.0,11377.0,18.19,77.0,30.02,82.0,22.31,43.0,11.27,5.0,3.78
2013-2014,2014-08,Lazio,70.0,547.0,89931.0,6.08,99.0,21.4,124.0,12.74,284.0,5.0,40.0,2.13
2013-2014,2014-08,Abruzzo,17.0,112.0,17817.0,6.29,32.0,18.34,39.0,9.42,34.0,11.52,7.0,2.01
2013-2014,2014-08,Molise,6.0,23.0,8115.0,2.83,1.0,3.46,1.0,1.75,20.0,3.61,1.0,0.58
2013-2014,2014-08,Campania,27.0,273.0,33950.0,8.04,33.0,8.81,75.0,11.17,149.0,8.02,16.0,3.26
2013-2014,2014-08,Apulia,121.0,476.0,152609.0,3.12,90.0,9.95,110.0,5.84,240.0,7.46,36.0,1.23
2013-2014,2014-08,Basilicata,3.0,20.0,3737.0,5.35,5.0,32.89,4.0,4.45,10.0,4.56,1.0,2.02
2013-2014,2014-08,Calabria,5.0,53.0,6144.0,8.63,28.0,28.46,25.0,10.43,0.0,0.0,0.0,0.0
2013-2014,2014-08,Sicily,48.0,315.0,60084.0,5.24,21.0,15.72,39.0,8.64,208.0,15.3,47.0,3.59
2013-2014,2014-08,Sardinia,8.0,65.0,7984.0,8.14,22.0,23.31,14.0,8.58,22.0,5.78,7.0,4.36
2013-2014,2014-09,Piedmont,30.0,267.0,40119.0,6.66,34.0,17.32,52.0,12.04,158.0,6.69,23.0,2.25
2013-2014,2014-09,Aosta Valley,2.0,16.0,2336.0,6.85,5.0,14.08,5.0,8.58,5.0,5.02,1.0,2.49
2013-2014,2014-09,Lombardy,125.0,557.0,176826.0,3.15,98.0,7.03,119.0,4.82,308.0,9.41,32.0,0.88
2013-2014,2014-09,AP Bolzano,9.0,45.0,14360.0,3.13,4.0,8.49,3.0,1.27,36.0,4.23,2.0,0.66
2013-2014,2014-09,AP Trento,11.0,76.0,14580.0,5.21,28.0,21.51,12.0,4.59,34.0,4.34,2.0,0.71
2013-2014,2014-09,Veneto,81.0,390.0,107944.0,3.61,55.0,6.96,71.0,5.09,243.0,3.96,21.0,0.85
2013-2014,2014-09,Friuli-Venezia Giulia,17.0,46.0,23066.0,1.99,6.0,3.4,12.0,4.18,24.0,6.27,4.0,0.72
2013-2014,2014-09,Liguria,40.0,160.0,49309.0,3.24,23.0,11.42,26.0,6.56,92.0,9.4,19.0,1.29
2013-2014,2014-09,Emilia-Romagna,53.0,389.0,70663.0,5.51,63.0,14.45,84.0,9.18,208.0,5.12,34.0,2.06
2013-2014,2014-09,Tuscany,48.0,227.0,62029.0,3.66,27.0,9.2,56.0,8.2,127.0,10.58,17.0,1.13
2013-2014,2014-09,Umbria,10.0,59.0,11465.0,5.15,21.0,12.88,25.0,8.09,10.0,5.85,3.0,1.49
2013-2014,2014-09,Marche,15.0,161.0,16632.0,9.68,38.0,12.16,72.0,14.01,43.0,7.12,8.0,3.44
2013-2014,2014-09,Lazio,74.0,593.0,95470.0,6.21,116.0,20.66,135.0,11.67,300.0,5.08,42.0,2.18
2013-2014,2014-09,Abruzzo,16.0,87.0,17586.0,4.95,17.0,9.74,32.0,7.84,33.0,13.07,5.0,1.51
2013-2014,2014-09,Molise,4.0,57.0,4090.0,13.94,26.0,26.42,27.0,16.38,4.0,3.49,0.0,0.0
2013-2014,2014-09,Campania,34.0,305.0,44855.0,6.8,26.0,6.8,36.0,5.27,215.0,7.98,28.0,3.85
2013-2014,2014-09,Apulia,112.0,349.0,143050.0,2.44,59.0,7.51,71.0,4.33,185.0,5.47,34.0,1.21
2013-2014,2014-09,Basilicata,4.0,43.0,5225.0,8.23,17.0,34.91,17.0,10.86,7.0,2.65,2.0,3.75
2013-2014,2014-09,Calabria,5.0,53.0,5520.0,9.6,32.0,25.1,15.0,5.26,6.0,17.48,0.0,0.0
2013-2014,2014-09,Sicily,46.0,264.0,59084.0,4.47,20.0,17.47,28.0,7.44,180.0,12.32,36.0,2.71
2013-2014,2014-09,Sardinia,10.0,73.0,10193.0,7.16,19.0,15.21,14.0,6.51,33.0,7.17,7.0,3.19
2013-2014,2014-10,Piedmont,26.0,124.0,35422.0,3.5,15.0,9.75,24.0,6.64,65.0,3.07,20.0,2.19
2013-2014,2014-10,Aosta Valley,2.0,9.0,2126.0,4.23,1.0,3.76,1.0,2.57,7.0,6.38,0.0,0.0
2013-2014,2014-10,Lombardy,135.0,485.0,189944.0,2.55,120.0,7.52,121.0,4.24,205.0,5.61,39.0,1.01
2013-2014,2014-10,AP Bolzano,7.0,27.0,10611.0,2.54,9.0,19.11,2.0,0.86,16.0,2.75,0.0,0.0
2013-2014,2014-10,AP Trento,12.0,83.0,15691.0,5.29,19.0,16.23,15.0,5.66,45.0,5.16,4.0,1.27
2013-2014,2014-10,Veneto,84.0,303.0,111935.0,2.71,36.0,4.56,39.0,2.76,209.0,3.27,19.0,0.73
2013-2014,2014-10,Friuli-Venezia Giulia,13.0,50.0,17692.0,2.83,4.0,2.74,7.0,3.31,29.0,7.95,10.0,2.24
2013-2014,2014-10,Liguria,35.0,114.0,43451.0,2.62,13.0,6.45,20.0,5.15,65.0,7.99,16.0,1.26
2013-2014,2014-10,Emilia-Romagna,49.0,380.0,62646.0,6.07,70.0,14.47,74.0,7.45,211.0,6.16,25.0,1.83
2013-2014,2014-10,Tuscany,47.0,211.0,60303.0,3.5,19.0,6.48,47.0,6.94,129.0,11.29,16.0,1.08
2013-2014,2014-10,Umbria,9.0,38.0,11068.0,3.43,10.0,8.13,15.0,5.98,11.0,7.78,2.0,0.91
2013-2014,2014-10,Marche,10.0,98.0,11108.0,8.82,11.0,5.79,26.0,10.29,55.0,11.12,6.0,3.45
2013-2014,2014-10,Lazio,79.0,523.0,100417.0,5.21,89.0,15.51,126.0,10.77,273.0,4.39,35.0,1.68
2013-2014,2014-10,Abruzzo,17.0,77.0,18485.0,4.17,18.0,10.32,19.0,4.62,35.0,10.54,5.0,1.4
2013-2014,2014-10,Molise,6.0,22.0,8619.0,2.55,0.0,0.0,1.0,4.63,16.0,2.54,5.0,2.39
2013-2014,2014-10,Campania,24.0,200.0,31037.0,6.44,22.0,5.93,58.0,8.83,96.0,5.72,24.0,6.06
2013-2014,2014-10,Apulia,104.0,281.0,134271.0,2.09,20.0,2.78,59.0,4.19,175.0,5.69,27.0,1.0
2013-2014,2014-10,Basilicata,1.0,7.0,1544.0,4.53,0.0,0.0,0.0,0.0,7.0,5.42,0.0,0.0
2013-2014,2014-10,Calabria,5.0,46.0,5913.0,7.78,16.0,17.3,13.0,5.85,15.0,22.67,2.0,2.65
2013-2014,2014-10,Sicily,51.0,232.0,65134.0,3.56,21.0,15.73,38.0,8.42,134.0,8.67,39.0,2.68
2013-2014,2014-10,Sardinia,6.0,25.0,4626.0,5.4,13.0,10.41,8.0,3.82,4.0,4.18,0.0,0.0
2013-2014,2014-11,Piedmont,29.0,125.0,38181.0,3.27,23.0,11.72,21.0,4.86,65.0,2.89,16.0,1.7
2013-2014,2014-11,Aosta Valley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-2014,2014-11,Lombardy,128.0,344.0,181620.0,1.89,78.0,5.4,72.0,2.84,169.0,4.79,25.0,0.66
2013-2014,2014-11,AP Bolzano,8.0,24.0,14551.0,1.65,2.0,4.23,1.0,0.39,20.0,2.32,1.0,0.34
2013-2014,2014-11,AP Trento,7.0,24.0,9875.0,2.43,2.0,12.05,1.0,1.25,16.0,2.47,5.0,2.07
2013-2014,2014-11,Veneto,81.0,205.0,108629.0,1.89,15.0,1.9,22.0,1.57,152.0,2.47,16.0,0.64
2013-2014,2014-11,Friuli-Venezia Giulia,12.0,40.0,16197.0,2.47,3.0,2.07,2.0,0.95,33.0,11.54,2.0,0.51
2013-2014,2014-11,Liguria,41.0,100.0,50764.0,1.97,12.0,5.96,8.0,2.02,62.0,5.91,18.0,1.19
2013-2014,2014-11,Emilia-Romagna,53.0,320.0,65772.0,4.87,74.0,12.68,91.0,7.43,131.0,3.85,24.0,1.76
2013-2014,2014-11,Tuscany,48.0,239.0,61698.0,3.87,29.0,9.88,43.0,6.37,147.0,13.34,20.0,1.29
2013-2014,2014-11,Umbria,11.0,53.0,13504.0,3.92,15.0,12.2,10.0,3.9,26.0,12.22,2.0,0.71
2013-2014,2014-11,Marche,7.0,66.0,7677.0,8.6,5.0,5.9,12.0,7.38,39.0,10.05,10.0,7.56
2013-2014,2014-11,Lazio,67.0,410.0,88337.0,4.64,51.0,13.17,82.0,9.53,261.0,4.58,16.0,0.85
2013-2014,2014-11,Abruzzo,14.0,61.0,14730.0,4.14,13.0,7.45,20.0,4.96,22.0,13.03,6.0,2.32
2013-2014,2014-11,Molise,6.0,43.0,6772.0,6.35,16.0,29.63,20.0,15.59,5.0,1.26,2.0,2.06
2013-2014,2014-11,Campania,53.0,335.0,65616.0,5.11,55.0,9.8,83.0,7.27,163.0,4.32,34.0,3.14
2013-2014,2014-11,Apulia,102.0,235.0,129130.0,1.82,30.0,4.4,52.0,3.67,132.0,5.12,21.0,0.82
2013-2014,2014-11,Basilicata,2.0,2.0,3068.0,0.65,0.0,0.0,1.0,14.93,1.0,0.41,0.0,0.0
2013-2014,2014-11,Calabria,6.0,59.0,7046.0,8.37,32.0,24.98,23.0,8.06,4.0,6.35,0.0,0.0
2013-2014,2014-11,Sicily,52.0,233.0,66799.0,3.49,13.0,15.83,31.0,9.07,162.0,10.37,27.0,1.77
